,0,1,2,3
353,-26.822193,-4.0319868,38.0492356,3.0848071
354,-26.181268,-10.6248124,34.6640761,3.1602983
355,-23.9404732,-14.0642227,32.7727574,3.2849563
356,-20.951283,-15.3296772,31.3034081,3.4324404
357,-17.7886879,-15.1153526,29.6931642,3.5846663
358,-14.8559668,-13.964882,27.761166,3.7296528
359,-12.3884249,-12.3234268,25.5515624,3.8603485
360,-10.4699713,-10.5309323,23.1982896,3.9736378
361,-9.0786397,-8.8126085,20.8383321,4.0692305
362,-8.1386733,-7.2902764,18.5740205,4.1485535
363,-7.5599264,-6.0091177,16.4673364,4.2138445
364,-7.2597956,-4.9668404,14.5480037,4.2675327
365,-7.1717143,-4.137044,12.8241609,4.3118878
366,-7.2460229,-3.4846428,11.2910998,4.3488623
367,-7.4475652,-2.974552,9.9372309,4.3800525
368,-7.752455,-2.5757672,8.747784,4.4067223
369,-8.1451076,-2.2627163,7.7069728,4.4298521
370,-8.6158854,-2.0151994,6.7992057,4.450194
371,-9.1593677,-1.8177128,6.0097309,4.4683223
372,-9.7731376,-1.6585935,5.3249533,4.484676
373,-10.4569556,-1.5291966,4.7325631,4.4995933
374,-11.2122079,-1.4231908,4.2215593,4.5133382
375,-12.0415461,-1.3359932,3.7822148,4.5261202
376,-12.9486537,-1.2643353,3.4060135,4.5381103
377,-13.9381005,-1.2059415,3.0855773,4.5494517
378,-15.0152553,-1.159298,2.8145931,4.5602689
379,-16.1862374,-1.1234963,2.5877499,4.5706744
380,-17.4578955,-1.0981355,2.4006919,4.5807741
381,-18.8378048,-1.0832764,2.2499945,4.5906726
382,-20.3342765,-1.079442,2.1331718,4.6004769
383,-21.9563737,-1.0876676,2.0487266,4.610302
384,-23.7139304,-1.1096083,1.9962601,4.6202762
385,-25.617566,-1.1477233,1.9766676,4.6305483
386,-27.6786879,-1.2055684,1.9924608,4.6412965
387,-29.9094667,-1.2882528,2.0482846,4.6527423
388,-32.3227592,-1.4031531,2.151738,4.6651686
389,-34.9319317,-1.5610417,2.314684,4.678948
390,-37.7504911,-1.777902,2.5553651,4.6945848
391,-40.7913396,-2.0779051,2.9018773,4.7127809
392,-44.0652595,-2.4983989,3.3979839,4.7345407
393,-47.5777641,-3.0984403,4.1130424,4.761341
394,-51.3223127,-3.9736564,5.1592632,4.7954157
395,-55.2650283,-5.2823877,6.7220638,4.8402399
396,-59.3086148,-7.2912181,9.1131235,4.9013638
397,-63.2034833,-10.4492449,12.8582191,4.9878407
398,-66.3245318,-15.4806729,18.8138344,5.1145252
399,-67.1382612,-23.3539167,28.1749483,5.3049376
400,-62.2533579,-34.454539,41.6894573,5.5908261
401,-46.6152508,-45.4919854,56.5156991,5.9930073
402,-20.2964475,-47.0910285,63.4428356,6.466347
403,4.886816,-34.8052214,57.426188,6.8831135
404,19.7486418,-17.6205992,46.3843462,7.1437724
405,26.0960272,-3.7643682,37.7856249,7.2456482
406,27.9910964,5.3324738,32.8604729,7.2331364
407,27.6909898,10.8137497,30.4643532,7.1488689
408,26.192735,13.8734001,29.3647617,7.0227488
409,24.0088167,15.2917154,28.7046428,6.8747618
410,21.5019291,15.5492512,27.9800882,6.7187317
411,18.9727288,14.9841397,26.9564646,6.5644974
412,16.6552074,13.8786676,25.5870931,6.4188394
413,14.6985387,12.4799098,23.9363124,6.2858924
414,13.1671005,10.9891055,22.1138656,6.1675385
415,12.0598229,9.549929,20.2300072,6.0639298
416,11.3368929,8.2484645,18.3731405,5.9740749
417,10.9429742,7.1236264,16.6041683,5.8963685
418,10.8224563,6.1817298,14.9596682,5.8289916
419,10.9271848,5.4100486,13.457967,5.7701669
420,11.2190453,4.7870046,12.1050225,5.7182961
421,11.6697403,4.2887376,10.899028,5.672012
422,12.2593815,3.8927782,9.8336649,5.6301812
423,12.9748061,3.5797527,8.9002758,5.5918805
424,13.808039,3.3339095,8.0892767,5.5563624
425,14.755043,3.143023,7.3910661,5.523019
426,15.8147648,2.9980298,6.7966173,5.4913485
427,16.988431,2.8926009,6.2978796,5.4609259
428,18.2790329,2.8227596,5.888077,5.4313772
429,19.690944,2.7866041,5.561969,5.4023577
430,21.2296197,2.7841626,5.3161264,5.373532
431,22.9013331,2.8174085,5.1492759,5.3445548
432,24.7129028,2.8904651,5.0627772,5.3150506
433,26.6713579,3.0100529,5.0613147,5.2845901
434,28.7834632,3.1862658,5.1539278,5.2526608
435,31.0549851,3.4338176,5.3555645,5.2186275
436,33.4894858,3.7739914,5.6894434,5.1816769
437,36.0862642,4.2376525,6.1906709,5.1407382
438,38.8367221,4.8698837,6.911791,5.0943655
439,41.7177507,5.7370381,7.931255,5.040563
440,44.6793615,6.9371588,9.3660538,4.9765233
441,47.6210256,8.6142139,11.3893931,4.8982422
442,50.3460239,10.9734785,14.2512847,4.7999798
443,52.4753383,14.2836916,18.2880357,4.6736126
444,53.3006728,18.8164902,23.8700054,4.5082084
445,51.6077103,24.5961099,31.1540096,4.2910098
